"Município(Res)";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"Total"
"421400 Presidente Getúlio";0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;1;5
"421410 Presidente Nereu";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
"421415 Princesa";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"421420 Quilombo";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2
"421440 Rio das Antas";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2
"421450 Rio do Campo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"421460 Rio do Oeste";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
"421480 Rio do Sul";4;8;4;7;5;4;5;4;4;7;3;5;8;7;6;6;7;94
"421470 Rio dos Cedros";0;0;0;1;0;0;0;0;0;0;1;1;2;1;0;0;0;6
"421490 Rio Fortuna";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2
"421500 Rio Negrinho";1;1;1;1;0;1;0;0;0;1;1;2;1;1;0;2;2;15
"421510 Rodeio";1;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;5
"421545 Sangão";0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;0;6
"421550 Santa Cecília";0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;4
"421565 Santa Rosa do Sul";0;1;0;0;1;0;0;0;3;0;0;1;0;1;0;0;0;7
"421570 Santo Amaro da Imperatriz";0;2;0;1;0;1;1;0;0;0;1;2;2;2;2;0;2;16
"421580 São Bento do Sul";3;2;2;0;0;4;0;5;0;8;3;2;3;1;2;4;2;41
"421590 São Bonifácio";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"421600 São Carlos";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"421605 São Cristovão do Sul";0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;5
"421610 São Domingos";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
"421620 São Francisco do Sul";4;4;7;1;1;4;5;5;8;6;3;9;4;7;4;13;4;89
"421630 São João Batista";2;1;2;3;1;1;2;1;1;4;1;2;4;2;2;2;2;33
"421635 São João do Itaperiú";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"421625 São João do Oeste";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"421640 São João do Sul";0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;3
"421650 São Joaquim";2;1;0;1;0;1;1;2;1;3;3;1;1;3;1;0;0;21
"421660 São José";30;35;26;39;27;24;29;39;34;27;25;30;42;40;38;34;25;544
"421670 São José do Cedro";0;1;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;5
"421680 São José do Cerrito";0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;4
"421690 São Lourenço do Oeste";0;0;0;1;0;0;1;0;1;0;1;1;1;1;1;2;0;10
"421700 São Ludgero";0;0;0;0;0;1;0;0;0;0;1;1;0;1;2;0;0;6
"421715 São Miguel da Boa Vista";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"421720 São Miguel do Oeste";0;0;3;1;0;0;2;3;3;1;0;2;2;2;3;1;1;24
"421725 São Pedro de Alcântara";0;0;0;0;0;0;0;0;1;1;1;3;1;0;1;0;0;8
"421730 Saudades";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"421740 Schroeder";0;0;0;0;0;1;1;0;0;0;1;1;0;3;0;2;1;10
"421750 Seara";0;0;0;1;1;0;0;1;1;1;2;0;1;0;0;0;0;8
"421760 Siderópolis";0;1;0;1;0;0;0;0;2;2;1;0;2;0;0;0;0;9
"421770 Sombrio";1;1;2;1;0;1;1;2;2;2;4;0;1;0;0;1;0;19
"421780 Taió";2;0;1;0;1;1;1;2;2;0;1;1;1;0;2;1;0;16
"421790 Tangará";1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;4
"421795 Tigrinhos";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"421800 Tijucas";4;2;1;3;2;0;4;4;7;4;2;4;4;5;5;5;3;59
"421810 Timbé do Sul";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
"421820 Timbó";2;0;0;0;1;1;0;2;2;0;0;2;2;1;1;0;0;14
"421825 Timbó Grande";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2
"421830 Três Barras";0;2;0;1;0;0;0;2;0;1;0;1;1;0;0;0;0;8
"421835 Treviso";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2
"421840 Treze de Maio";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2
"421850 Treze Tílias";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"421860 Trombudo Central";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3
"421870 Tubarão";4;6;8;4;10;9;7;14;8;10;10;8;11;11;13;10;13;156
"421880 Turvo";0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;5
"421890 Urubici";0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;1;0;6
"421895 Urupema";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2
"421900 Urussanga";2;2;1;0;1;0;1;0;2;1;2;1;3;1;0;1;1;19
"421917 Vargem Bonita";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"421920 Vidal Ramos";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
"421930 Videira";0;1;0;2;0;1;3;3;2;2;0;1;1;3;1;1;2;23
"421935 Vitor Meireles";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"421940 Witmarsum";0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;3
"421950 Xanxerê";2;0;0;2;3;2;1;3;3;3;2;1;2;4;3;0;1;32
"421970 Xaxim";0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;8
"420000 Município ignorado - SC";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;3
"430010 Agudo";0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;4
"430020 Ajuricaba";0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;6
"430030 Alecrim";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"430040 Alegrete";3;8;6;11;5;14;17;13;15;7;10;18;6;9;10;10;9;171
"430045 Alegria";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
"430047 Almirante Tamandaré do Sul";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"430055 Alto Alegre";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"430060 Alvorada";41;47;48;49;43;37;45;60;61;57;46;48;42;58;64;50;54;850
"430063 Amaral Ferrador";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"430064 Ametista do Sul";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2
"430070 Anta Gorda";0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;5
"430080 Antônio Prado";0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;3
"430085 Arambaré";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"430087 Araricá";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;3
"430090 Aratiba";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"430100 Arroio do Meio";0;0;1;2;2;0;0;1;0;1;1;0;0;0;0;0;2;10
"430105 Arroio do Sal";0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;1;5
"430120 Arroio do Tigre";0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;4
"430110 Arroio dos Ratos";1;1;2;3;1;1;4;1;5;3;0;1;4;1;3;2;1;34
"430130 Arroio Grande";0;0;0;0;0;0;1;2;0;3;0;1;1;1;1;2;2;14
"430140 Arvorezinha";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"430150 Augusto Pestana";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"430155 Áurea";0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;3
"430160 Bagé";1;6;3;4;7;1;7;5;7;4;3;8;3;7;6;4;7;83
"430163 Balneário Pinhal";0;0;0;1;0;1;1;0;2;3;1;1;0;1;3;2;4;20
"430165 Barão";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2
"430170 Barão de Cotegipe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"430185 Barra do Guarita";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
"430187 Barra do Quaraí";0;0;0;0;0;0;1;0;0;0;0;2;0;1;1;0;1;6
"430190 Barra do Ribeiro";0;0;0;1;1;0;2;2;0;1;1;1;2;1;1;2;1;16
"430200 Barros Cassal";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3
"430205 Benjamin Constant do Sul";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"430210 Bento Gonçalves";0;1;3;2;3;9;2;7;2;5;7;6;9;9;7;6;5;83
"430220 Boa Vista do Buricá";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2
"430223 Boa Vista do Incra";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"430230 Bom Jesus";1;2;2;1;1;0;1;1;1;1;1;1;0;2;1;2;1;19
"430235 Bom Princípio";0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;2;7
"430240 Bom Retiro do Sul";0;0;2;1;0;0;2;1;0;0;2;1;2;0;0;0;1;12
"430245 Boqueirão do Leão";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
"430250 Bossoroca";0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;3
"430265 Brochier";0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4
"430270 Butiá";0;3;0;1;1;4;4;4;1;7;1;5;3;3;4;3;2;46
"430280 Caçapava do Sul";0;0;0;0;0;2;0;1;2;0;1;1;1;2;4;1;5;20
"430290 Cacequi";0;1;0;1;0;0;2;0;1;1;2;1;0;1;1;3;2;16
"430300 Cachoeira do Sul";5;8;6;3;4;6;8;17;7;5;10;3;6;3;9;11;6;117
"430310 Cachoeirinha";16;21;14;20;18;17;14;17;14;17;17;16;14;11;18;11;13;268
"430320 Cacique Doble";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"430330 Caibaté";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"430350 Camaquã";0;1;3;1;2;2;3;4;7;4;4;6;7;3;6;6;5;64
"430360 Cambará do Sul";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2
"430370 Campina das Missões";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"430380 Campinas do Sul";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"430390 Campo Bom";4;5;1;2;0;6;5;5;2;5;3;8;7;10;7;9;4;83
"430400 Campo Novo";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2
"430410 Campos Borges";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"430420 Candelária";0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;3;1;7
"430430 Cândido Godói";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"430435 Candiota";0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;4
"430440 Canela";0;0;1;3;1;1;2;2;1;4;5;4;3;4;9;3;4;47
"430450 Canguçu";2;0;1;1;0;0;0;0;1;1;0;1;0;0;2;1;3;13
"430460 Canoas";65;40;35;55;57;64;50;61;68;67;53;62;75;79;69;58;74;1032
"430462 Capão Bonito do Sul";0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;3
"430463 Capão da Canoa";2;0;3;7;6;2;4;11;6;5;4;4;6;11;6;7;9;93
"430465 Capão do Cipó";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2
"430466 Capão do Leão";1;2;1;1;1;2;1;1;2;1;0;2;1;5;1;2;3;27
"430467 Capivari do Sul";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3
"430471 Caraá";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"430470 Carazinho";3;2;3;4;3;1;2;1;7;5;4;4;7;6;3;5;6;66
"430480 Carlos Barbosa";0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;1;0;9
"430490 Casca";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"430495 Caseiros";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"430500 Catuípe";0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;3
"430510 Caxias do Sul";18;13;14;18;17;16;23;21;23;27;24;27;20;35;25;30;31;382
"430512 Cerrito";0;0;0;0;2;0;1;0;1;0;0;0;1;1;0;0;0;6
"430520 Cerro Largo";0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;5
"430530 Chapada";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"430535 Charqueadas";2;1;4;6;2;11;5;0;6;4;4;9;1;3;1;4;4;67
"430540 Chiapetta";0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3
"430543 Chuí";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"430545 Cidreira";0;0;0;1;1;1;0;0;1;2;4;5;1;2;0;5;2;25
"430550 Ciríaco";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
"430570 Condor";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2
"430580 Constantina";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;3
"430590 Coronel Bicaco";0;0;0;0;0;1;0;0;0;0;3;1;0;0;0;1;1;7
"430595 Cotiporã";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"430597 Coxilha";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"430600 Crissiumal";1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3
"430605 Cristal";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"430610 Cruz Alta";8;6;8;6;12;11;10;10;10;13;10;9;13;12;15;23;15;191
"430620 Cruzeiro do Sul";0;0;0;1;0;1;0;1;2;3;0;2;1;0;0;0;0;11
"430632 Derrubadas";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
"430637 Dilermando de Aguiar";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
"430640 Dois Irmãos";0;1;0;2;0;0;0;0;0;1;1;1;1;1;0;1;0;9
"430650 Dom Feliciano";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"430660 Dom Pedrito";0;1;0;2;0;2;2;0;1;2;2;3;1;3;3;2;3;27
"430655 Dom Pedro de Alcântara";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;3
"430670 Dona Francisca";0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;4
"430676 Eldorado do Sul";3;3;3;5;2;3;10;7;10;6;3;9;8;5;10;8;2;97
"430680 Encantado";0;0;1;2;0;1;1;0;1;2;1;1;0;0;2;2;1;15
"430690 Encruzilhada do Sul";0;0;0;1;0;1;2;1;0;0;2;2;1;1;1;3;2;17
"430695 Entre Rios do Sul";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"430693 Entre-Ijuís";0;0;0;1;0;0;0;2;0;1;0;1;1;1;0;0;1;8
"430697 Erebango";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"430700 Erechim";8;4;2;7;7;7;12;3;7;4;4;3;8;6;11;5;5;103
"430720 Erval Grande";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"430730 Erval Seco";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"430750 Espumoso";0;0;1;0;0;0;2;1;1;0;1;0;0;0;1;1;2;10
"430755 Estação";1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4
"430760 Estância Velha";0;4;0;0;4;0;4;2;3;3;5;3;2;2;5;2;2;41
"430770 Esteio";8;6;8;9;7;12;12;13;16;20;12;20;16;17;12;17;14;219
"430780 Estrela";0;1;1;2;0;1;1;2;4;2;3;3;0;2;1;1;1;25
"430783 Eugênio de Castro";0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;5
"430790 Farroupilha";3;1;3;1;2;2;0;3;5;4;3;2;2;1;5;1;4;42
"430800 Faxinal do Soturno";0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3
"430805 Faxinalzinho";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"430810 Feliz";0;0;1;1;0;0;0;1;0;0;0;0;0;2;2;1;0;8
"430820 Flores da Cunha";1;1;2;1;1;1;0;1;0;2;0;0;0;0;0;1;0;11
"430830 Fontoura Xavier";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"430845 Fortaleza dos Valos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"430850 Frederico Westphalen";0;1;1;0;0;0;1;1;0;1;1;0;2;1;1;0;1;11
"430860 Garibaldi";0;0;1;1;2;1;1;1;1;2;0;1;1;2;2;3;1;20
"430870 Gaurama";0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;3
"430880 General Câmara";0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;4
"430885 Gentil";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"430890 Getúlio Vargas";0;1;2;0;1;0;0;0;0;0;1;1;1;0;1;1;0;9
"430900 Giruá";0;0;1;0;0;0;0;1;2;2;2;1;0;1;1;0;4;15
"430905 Glorinha";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
"430910 Gramado";0;0;1;0;0;0;0;4;1;2;1;2;2;2;1;2;1;19
"430912 Gramado dos Loureiros";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"430920 Gravataí";34;36;29;26;31;32;34;31;31;34;30;41;35;46;33;34;41;578
"430930 Guaíba";13;19;11;11;11;17;13;19;15;11;20;12;18;18;9;17;15;249
"430940 Guaporé";4;1;0;0;2;1;2;1;2;1;2;0;0;1;0;1;0;18
"430950 Guarani das Missões";0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;5
"430955 Harmonia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"430710 Herval";0;0;0;0;0;0;0;2;0;0;2;0;1;0;0;0;1;6
"430960 Horizontina";1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;2;8
"430975 Ibarama";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"430995 Ibirapuitã";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"431000 Ibirubá";1;0;2;0;0;0;0;0;1;0;0;0;1;0;1;0;0;6
"431010 Igrejinha";0;0;0;5;2;1;1;4;2;1;2;4;7;3;5;4;5;46
"431020 Ijuí";4;0;0;3;0;2;4;3;1;2;0;6;8;2;2;4;6;47
"431030 Ilópolis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"431033 Imbé";1;0;0;1;1;2;2;3;2;2;3;3;7;2;3;6;7;45
"431036 Imigrante";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2
"431040 Independência";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;4
"431050 Iraí";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;3
"431053 Itaara";0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;2;5
"431055 Itacurubi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"431060 Itaqui";2;1;1;2;4;4;6;8;4;8;11;7;10;8;4;10;5;95
"431065 Itati";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"431070 Itatiba do Sul";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2
"431080 Ivoti";1;1;0;2;0;0;1;0;1;3;2;0;2;0;0;0;2;15
"431085 Jaboticaba";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"431090 Jacutinga";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2
"431100 Jaguarão";1;0;1;2;1;1;0;2;2;3;0;2;4;1;2;1;1;24
"431110 Jaguari";0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;4
"431112 Jaquirana";0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;3
"431113 Jari";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;4
"431115 Jóia";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2
"431120 Júlio de Castilhos";0;0;0;0;0;1;1;0;0;2;0;0;3;0;0;0;0;7
"431130 Lagoa Vermelha";2;0;3;2;3;2;3;2;2;10;5;4;5;7;3;4;8;65
"431140 Lajeado";4;2;4;8;8;5;2;7;6;3;2;5;9;11;1;1;2;80
"431150 Lavras do Sul";1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;4
"431162 Lindolfo Collor";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"431171 Maçambara";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"431170 Machadinho";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"431173 Mampituba";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"431175 Manoel Viana";0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;1;1;6
"431177 Maquiné";0;2;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;7
"431179 Maratá";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"431180 Marau";1;1;0;2;0;0;0;1;2;0;0;0;3;1;0;1;1;13
"431190 Marcelino Ramos";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2
"431198 Mariana Pimentel";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"431205 Marques de Souza";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"431210 Mata";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"431213 Mato Castelhano";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"431215 Mato Leitão";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"431225 Minas do Leão";0;0;0;1;1;1;0;1;3;1;0;0;1;0;1;0;2;12
"431230 Miraguaí";0;1;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;5
"431240 Montenegro";5;2;1;3;3;7;7;9;3;7;6;10;16;11;12;6;9;117
"431242 Mormaço";0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2
"431244 Morrinhos do Sul";0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2
"431245 Morro Redondo";1;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5
"431247 Morro Reuter";0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;4
"431250 Mostardas";0;0;1;1;0;0;2;1;0;0;1;1;1;1;1;1;0;11
"431260 Muçum";1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4
"431265 Não-Me-Toque";0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;5
"431270 Nonoai";0;0;0;0;0;1;0;1;3;0;2;0;1;0;0;1;0;9
"431275 Nova Alvorada";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
"431290 Nova Bassano";0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;4
"431300 Nova Bréscia";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"431303 Nova Esperança do Sul";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"431306 Nova Hartz";0;0;0;0;0;1;0;2;0;0;0;1;1;1;0;0;0;6
"431308 Nova Pádua";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"431310 Nova Palma";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"431320 Nova Petrópolis";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;4
"431330 Nova Prata";1;0;1;0;0;0;1;1;1;0;0;0;1;0;2;1;4;13
"431337 Nova Santa Rita";0;1;1;0;1;3;1;1;0;1;0;1;4;3;2;0;4;23
"431340 Novo Hamburgo";21;18;22;25;16;24;32;25;37;35;36;41;30;35;42;30;25;494
"431342 Novo Machado";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"431344 Novo Tiradentes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"431350 Osório";1;3;5;2;8;3;3;4;6;7;2;4;5;3;5;6;6;73
"431360 Paim Filho";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2
"431365 Palmares do Sul";0;1;0;1;0;0;0;2;1;0;0;0;2;1;0;3;0;11
"431370 Palmeira das Missões";2;0;1;1;3;3;3;1;1;4;1;0;2;2;1;0;2;27
"431390 Panambi";0;0;1;0;1;0;0;0;0;0;2;2;1;1;4;2;1;15
"431395 Pantano Grande";0;0;0;1;0;0;0;0;2;0;1;0;2;1;1;0;1;9
"431402 Paraíso do Sul";0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;3
"431403 Pareci Novo";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"431405 Parobé";0;0;3;2;1;2;2;6;3;5;2;4;5;3;4;7;0;49
"431407 Passo do Sobrado";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2
"431410 Passo Fundo";32;16;16;17;16;23;15;17;15;25;20;19;24;18;18;22;28;341
"431415 Paverama";0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
"431420 Pedro Osório";1;1;1;1;0;1;0;0;0;0;0;0;2;1;0;0;0;8
"431430 Pejuçara";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"431440 Pelotas";33;43;39;20;49;36;38;43;35;49;34;44;56;42;33;51;45;690
"431442 Picada Café";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"431445 Pinhal";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"431450 Pinheiro Machado";1;0;1;0;0;0;0;1;2;1;0;0;1;0;0;1;0;8
"431460 Piratini";0;1;0;0;0;1;0;0;1;2;0;1;1;0;0;1;0;8
"431470 Planalto";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
"431480 Portão";3;2;3;1;1;0;0;0;2;5;1;3;5;1;6;0;4;37
"431490 Porto Alegre";449;452;478;418;417;436;474;457;534;522;533;504;472;474;485;457;420;7982
"431500 Porto Lucena";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"431505 Porto Mauá";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"431510 Porto Xavier";0;0;0;0;1;0;0;0;0;2;0;1;0;0;2;0;0;6
"431513 Pouso Novo";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2
